# 仓库最后更新时间: 2026-06-27 07:00:22
公   告,#genre#
CCTV1,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000004000002226&livemode=1&stbId=yu&mode=1&$LR•IPV4『线路24』
CCTV1,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000010000030810&livemode=1&stbId=yu&mode=1&$LR•IPV4『线路25』
CCTV1,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000018602&livemode=1&stbId=yu&mode=1&$LR•IPV4『线路26』
CCTV1,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000021973&livemode=1&stbId=yu&mode=1&$LR•IPV4『线路27』
CCTV1,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265001&livemode=1&stbId=yu&mode=1&$LR•IPV4『线路28』
CCTV1,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=reallive-cctv1&livemode=1&stbId=yu&mode=1&$LR•IPV4『线路29』
CCTV1,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000001000004953&livemode=1&stbId=yu&mode=1&$LR•IPV4『线路30』
CCTV1,http://111.29.9.35:6610/000000001000/1000000001000018602/index.m3u8?channel-id=ystenlive&Contentid=1000000001000018602&livemode=1&stbId=3$LR•IPV4『线路31』
CCTV1,http://183.215.134.239:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路32』
CCTV1,http://111.29.9.33:6610/000000001000/1000000001000021973/index.m3u8?channel-id=bestzb&Contentid=1000000001000021973&livemode=1&stbId=3$LR•IPV4『线路33』
CCTV1,http://107.150.60.122/live/cctv1hd.m3u8$LR•IPV4『线路34』
CCTV1,http://61.178.227.57:9901/tsfile/live/0001_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$LR•IPV4『线路35』
CCTV1,https://live.chinacert.cftest5.cn/cnmg/live/608807420$LR•IPV4『线路36』
CCTV1,https://60.191.56.186:8888/hls/1/index.m3u8$LR•IPV4『线路37』
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8$LR•IPV4『线路38』
CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8$LR•IPV4『线路39』
CCTV1,http://183.250.156.180:9999/newlive/live/hls/1/live.m3u8$LR•IPV4『线路40』
CCTV1,http://go.bkpcp.top/mg/cctv1$LR•IPV4『线路41』
CCTV1,http://61.184.46.85:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路42』
CCTV1,http://1.31.14.70:54321/hls/2/index.m3u8$LR•IPV4『线路43』
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8$LR•IPV4『线路44』
CCTV1,http://120.40.39.246:352/newlive/live/hls/1/live.m3u8$LR•IPV4『线路45』
CCTV1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1$LR•IPV4『线路46』
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8$LR•IPV4『线路47』
CCTV1,http://221.7.175.154:8445/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路48』
CCTV1,http://221.205.207.120:9003/hls/1/index.m3u8$LR•IPV4『线路49』
CCTV1,http://171.118.79.3:9003/hls/1/index.m3u8$LR•IPV4『线路50』
CCTV1,http://117.161.12.116/live/program/live/cctv1hd8m/8000000/mnf.m3u8$LR•IPV4『线路51』
CCTV1,http://120.224.178.16:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路52』
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路53』
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路54』
CCTV1,http://123.182.60.29:9002/hls/1/index.m3u8$LR•IPV4『线路55』
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路56』
CCTV1,http://171.15.18.199:8180/TV00000000000000000001@HHZT$LR•IPV4『线路57』
CCTV1,http://125.42.150.56:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路58』
CCTV1,http://125.42.151.43:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路59』
CCTV1,http://122.224.58.42:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路60』
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路61』
CCTV1,http://125.42.150.155:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路62』
CCTV1,http://182.207.218.141:999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路63』
CCTV1,http://58.19.32.207:4022/rtp/239.254.96.96:8550$LR•IPV4『线路64』
CCTV1,http://69.30.245.50/live/cctv1.m3u8$LR•IPV4『线路65』
CCTV1,http://120.233.73.4:19901/tsfile/live/1020_1.m3u8?key=txiptv$LR•IPV4『线路66』
CCTV1,http://223.78.65.165:9901/tsfile/live/0001_1.m3u8?key=txiptv$LR•IPV4『线路67』
CCTV1,http://39.164.164.132:9901/tsfile/live/1000_1.m3u8?key=txiptv$LR•IPV4『线路68』
CCTV1,http://183.2.73.18:9901/tsfile/live/0001_1.m3u8?key=txiptv$LR•IPV4『线路69』
CCTV1,http://61.178.227.57:9901/tsfile/live/0001_1.m3u8?key=txiptv$LR•IPV4『线路70』
CCTV1,http://101.35.240.114:88/live.php?id=CCTV1$LR•IPV4『线路71』
CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8$LR•IPV4『线路72』
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8$LR•IPV4『线路73』
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路74』
CCTV1,http://59.39.89.130:60901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路75』
CCTV1,http://123.129.70.178:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路76』
CCTV1,http://111.231.6.102:1234/608807420$LR•IPV4『线路77』
CCTV1,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=66ce3d837999ecea182031902a5b37be&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260627052022&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=39.98.78.225&SecurityKey=20260627052022&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.6.1.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=d7e0e1d7a148581ec1cb5d4df78c9922&ddCalcu=2d27v9ea90ycea817df7da41d458b5c811ce&sv=10004&ct=android$LR•IPV4『线路78』
CCTV1,http://116.236.204.18:1234/608807420$LR•IPV4『线路79』
CCTV1,http://8.153.110.51:3020/608807420$LR•IPV4『线路80』
CCTV1,http://116.52.173.172:1234/608807420$LR•IPV4『线路81』
CCTV1,http://182.61.15.47:80/608807420$LR•IPV4『线路82』
CCTV1,http://222.140.13.12:1234/608807420$LR•IPV4『线路83』
CCTV1,http://27.18.85.136:1234/608807420$LR•IPV4『线路84』
CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8$LR•IPV4『线路85』
CCTV1,http://175.8.28.207:9999/tsfile/live/0001_1.m3u8$LR•IPV4『线路86』
CCTV1,http://t.061899.xyz/tl/tl.php?id=cctv1$LR•IPV4『线路87』
CCTV2,http://223.247.25.230:1234/631780532$LR•IPV4『线路1』
CCTV2,http://119.88.243.98:17231/631780532$LR•IPV4『线路2』
CCTV2,http://182.61.15.163:80/631780532$LR•IPV4『线路3』
CCTV2,http://116.52.173.172:1234/631780532$LR•IPV4『线路4』
CCTV2,http://47.104.178.59:3566/631780532$LR•IPV4『线路5』
CCTV2,http://36.104.221.222:7788/631780532$LR•IPV4『线路6』
CCTV2,http://120.202.94.181:9446/tsfile/live/0002_1.m3u8?key=txiptv$LR•IPV4『线路7』
CCTV2,http://116.236.204.18:1234/631780532$LR•IPV4『线路8』
CCTV2,http://110.244.139.249:7788/631780532$LR•IPV4『线路9』
CCTV2,http://101.132.26.106:3566/631780532$LR•IPV4『线路10』
CCTV2,http://207.56.13.146:81/cdnlive/cctv2.m3u8$LR•IPV4『线路11』
CCTV2,https://live.264788.xyz/channel/cctv2?streamid=723ba4b322fd8ec423d8f247a6dbe636&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4『线路12』
CCTV2,https://live.264788.xyz/channel/cctv2?streamid=383d98765abf4549a5a799274f495f00&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4『线路13』
CCTV2,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv2hd$LR•IPV4『线路14』
CCTV2,http://fuxin.yunjifei.top:999/tsfile/live/0002_1.m3u8?key=txiptv$LR•IPV4『线路15』
CCTV2,http://223.75.149.129:9906/tsfile/live/0002_1.m3u8?key=txiptv$LR•IPV4『线路16』
CCTV2,https://live.264788.xyz/channel/cctv2?streamid=9d3681a7c74fcc88af7a6e9c998f37a0&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•IPV4『线路17』
CCTV2,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv2$LR•IPV4『线路18』
CCTV2,http://121.57.88.206:898/hls/2/index.m3u8$LR•IPV4『线路19』
CCTV2,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000005000031113&livemode=1&stbId=yu&mode=1&$LR•IPV4『线路20』
CCTV2,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000011000031101&livemode=1&stbId=yu&mode=1&$LR•IPV4『线路21』
CCTV2,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000012442&livemode=1&stbId=yu&mode=1&$LR•IPV4『线路22』
CCTV2,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000023315&livemode=1&stbId=yu&mode=1&$LR•IPV4『线路23』
CCTV2,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265002&livemode=1&stbId=yu&mode=1&$LR•IPV4『线路24』
CCTV2,http://111.29.9.34:6610/000000001000/1000000001000012442/index.m3u8?channel-id=ystenlive&Contentid=1000000001000012442&livemode=1&stbId=3$LR•IPV4『线路25』
CCTV2,http://111.29.9.33:6610/000000001000/1000000001000012442/index.m3u8?channel-id=bestzb&Contentid=1000000001000012442&livemode=1&stbId=3$LR•IPV4『线路26』
CCTV2,http://107.150.60.122/live/cctv2hd.m3u8$LR•IPV4『线路27』
CCTV2,http://61.178.227.57:9901/tsfile/live/0002_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$LR•IPV4『线路28』
CCTV2,https://play.kankanlive.com/live/1698234898628961.m3u8$LR•IPV4『线路29』
CCTV2,https://live.chinacert.cftest5.cn/cnmg/live/631780532$LR•IPV4『线路30』
CCTV2,https://60.191.56.186:8888/hls/2/index.m3u8$LR•IPV4『线路31』
CCTV2,http://120.76.248.139/live/bfgd/4200000061.m3u8$LR•IPV4『线路32』
CCTV2,http://183.250.156.180:9999/newlive/live/hls/2/live.m3u8$LR•IPV4『线路33』
CCTV2,http://go.bkpcp.top/mg/cctv2$LR•IPV4『线路34』
CCTV2,http://61.184.46.85:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路35』
CCTV2,http://1.31.14.70:54321/hls/4/index.m3u8$LR•IPV4『线路36』
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8$LR•IPV4『线路37』
CCTV2,http://120.40.39.246:352/newlive/live/hls/2/live.m3u8$LR•IPV4『线路38』
CCTV2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2$LR•IPV4『线路39』
CCTV2,http://183.11.239.36:808/hls/20/index.m3u8$LR•IPV4『线路40』
CCTV2,http://221.7.175.154:8445/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路41』
CCTV2,http://221.205.207.120:9003/hls/2/index.m3u8$LR•IPV4『线路42』
CCTV2,http://117.161.12.116/live/program/live/cctv2hd8m/8000000/mnf.m3u8$LR•IPV4『线路43』
CCTV2,http://120.224.178.16:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路44』
CCTV2,http://111.160.17.2:59901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路45』
CCTV2,http://124.128.73.58:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路46』
CCTV2,http://123.182.60.29:9002/hls/2/index.m3u8$LR•IPV4『线路47』
CCTV2,http://116.9.204.242:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路48』
CCTV2,http://171.15.18.199:8180/TV00000000000000000002@HHZT$LR•IPV4『线路49』
CCTV2,http://122.224.58.42:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路50』
CCTV2,http://61.136.172.236:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路51』
CCTV2,http://125.42.150.56:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路52』
CCTV2,http://182.207.218.141:999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路53』
CCTV2,http://125.42.150.155:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路54』
CCTV2,http://125.42.151.43:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路55』
CCTV2,http://58.19.32.207:4022/rtp/239.69.1.102:10250$LR•IPV4『线路56』
CCTV2,http://69.30.245.50/live/cctv2.m3u8$LR•IPV4『线路57』
CCTV2,http://120.233.73.4:19901/tsfile/live/1028_1.m3u8?key=txiptv$LR•IPV4『线路58』
CCTV2,http://223.78.65.165:9901/tsfile/live/0002_1.m3u8?key=txiptv$LR•IPV4『线路59』
CCTV2,http://39.164.164.132:9901/tsfile/live/1001_1.m3u8?key=txiptv$LR•IPV4『线路60』
CCTV2,http://183.2.73.18:9901/tsfile/live/0002_1.m3u8?key=txiptv$LR•IPV4『线路61』
CCTV2,http://61.178.227.57:9901/tsfile/live/0002_1.m3u8?key=txiptv$LR•IPV4『线路62』
CCTV2,http://148.135.93.213/live.php?id=CCTV2$LR•IPV4『线路63』
CCTV2,http://123.129.70.178:9901/tsfile/live/0002_1.m3u8$LR•IPV4『线路64』
CCTV2,http://218.13.170.98:9901/tsfile/live/0002_1.m3u8$LR•IPV4『线路65』
CCTV2,http://123.130.84.106:8154/tsfile/live/0002_1.m3u8$LR•IPV4『线路66』
CCTV2,http://61.136.172.236:9901/tsfile/live/0002_1.m3u8$LR•IPV4『线路67』
CCTV2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8$LR•IPV4『线路68』
CCTV2,http://27.18.85.136:1234/631780532$LR•IPV4『线路69』
CCTV2,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/1500/index.m3u8?msisdn=66ce3d837999ecea182031902a5b37be&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20260627052022&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=39.98.82.147&SecurityKey=20260627052022&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=WX-A1-9.6.1.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=b1f618baea99248936fdbcbdac7d8ac8&ddCalcu=8bc1vafa86zd1a78cbaadebac9b9d2f46839&sv=10004&ct=android$LR•IPV4『线路70』
CCTV2,http://111.231.6.102:1234/631780532$LR•IPV4『线路71』
CCTV2,http://222.140.13.12:1234/631780532$LR•IPV4『线路72』
CCTV2,http://182.61.15.47:80/631780532$LR•IPV4『线路73』
CCTV2,http://101.6.130.52:1234/631780532$LR•IPV4『线路74』
CCTV2,http://8.153.110.51:3020/631780532$LR•IPV4『线路75』
CCTV2,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8$LR•IPV4『线路76』
CCTV2,http://175.8.28.207:9999/tsfile/live/0002_1.m3u8$LR•IPV4『线路77』
CCTV2,http://t.061899.xyz/tl/tl.php?id=cctv2$LR•IPV4『线路78』
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8$LR•IPV4『线路79』
CCTV3,http://116.236.204.18:1234/624878271$LR•IPV4『线路1』
CCTV3,http://119.88.243.98:17231/624878271$LR•IPV4『线路2』
CCTV3,http://110.244.139.249:7788/624878271$LR•IPV4『线路3』
CCTV3,http://60.10.139.113:8801/hls/3/index.m3u8$LR•IPV4『线路4』
CCTV3,http://182.61.15.163:80/624878271$LR•IPV4『线路5』
CCTV3,http://120.202.94.181:9446/tsfile/live/0003_1.m3u8?key=txiptv$LR•IPV4『线路6』
CCTV3,http://183.129.255.66:8480/hls/3/index.m3u8$LR•IPV4『线路7』
CCTV3,http://121.57.88.206:898/hls/3/index.m3u8$LR•IPV4『线路8』
CCTV3,http://74.91.26.218:82/live/cctv3hd.m3u8$LR•IPV4『线路9』
CCTV3,http://207.56.13.146:81/cdnlive/cctv3.m3u8$LR•IPV4『线路10』
CCTV3,http://118.193.115.2:9901/tsfile/live/0003_1.m3u8?key=txiptv$LR•IPV4『线路11』
CCTV3,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv3$LR•IPV4『线路12』
CCTV3,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000002000020548&livemode=1&stbId=yu&mode=1&$LR•IPV4『线路13』
CCTV3,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000011218&livemode=1&stbId=yu&mode=1&$LR•IPV4『线路14』
CCTV3,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265003&livemode=1&stbId=yu&mode=1&$LR•IPV4『线路15』
CCTV3,http://111.29.9.38:6610/000000001000/1000000001000011218/index.m3u8?channel-id=ystenlive&Contentid=1000000001000011218&livemode=1&stbId=3$LR•IPV4『线路16』
CCTV3,http://111.29.9.33:6610/000000001000/1000000001000011218/index.m3u8?channel-id=bestzb&Contentid=1000000001000011218&livemode=1&stbId=3$LR•IPV4『线路17』
CCTV3,http://107.150.60.122/live/cctv3hd.m3u8$LR•IPV4『线路18』
CCTV3,http://61.178.227.57:9901/tsfile/live/0003_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$LR•IPV4『线路19』
CCTV3,https://live.chinacert.cftest5.cn/cnmg/live/624878271$LR•IPV4『线路20』
CCTV3,https://60.191.56.186:8888/hls/3/index.m3u8$LR•IPV4『线路21』
CCTV3,http://120.76.248.139/live/bfgd/4200000062.m3u8$LR•IPV4『线路22』
CCTV3,http://183.250.156.180:9999/newlive/live/hls/3/live.m3u8$LR•IPV4『线路23』
CCTV3,http://go.bkpcp.top/mg/cctv3$LR•IPV4『线路24』
CCTV3,http://61.184.46.85:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路25』
CCTV3,http://1.31.14.70:54321/hls/6/index.m3u8$LR•IPV4『线路26』
CCTV3,http://112.27.235.94:8000/hls/3/index.m3u8$LR•IPV4『线路27』
CCTV3,http://120.40.39.246:352/newlive/live/hls/3/live.m3u8$LR•IPV4『线路28』
CCTV3,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3$LR•IPV4『线路29』
CCTV3,http://183.11.239.36:808/hls/91/index.m3u8$LR•IPV4『线路30』
CCTV3,http://221.7.175.154:8445/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路31』
CCTV3,http://221.205.207.120:9003/hls/3/index.m3u8$LR•IPV4『线路32』
CCTV3,http://117.161.12.116/live/program/live/cctv38m/8000000/mnf.m3u8$LR•IPV4『线路33』
CCTV3,http://120.224.178.16:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路34』
CCTV3,http://111.160.17.2:59901/tsfile/live/0001_3.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路35』
CCTV3,http://124.128.73.58:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路36』
CCTV3,http://123.182.60.29:9002/hls/3/index.m3u8$LR•IPV4『线路37』
CCTV3,http://116.9.204.242:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路38』
CCTV3,http://171.15.18.199:8180/TV00000000000000000003@HHZT$LR•IPV4『线路39』
CCTV3,http://125.42.150.56:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路40』
CCTV3,http://122.224.58.42:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路41』
CCTV3,http://182.207.218.141:999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路42』
CCTV3,http://61.136.172.236:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路43』
CCTV3,http://125.42.151.43:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路44』
CCTV3,http://125.42.150.155:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路45』
CCTV3,http://58.19.32.207:4022/rtp/239.69.1.122:10370$LR•IPV4『线路46』
CCTV3,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv3hd$LR•IPV4『线路47』
CCTV3,http://69.30.245.50/live/cctv3.m3u8$LR•IPV4『线路48』
CCTV3,http://223.78.65.165:9901/tsfile/live/0003_1.m3u8?key=txiptv$LR•IPV4『线路49』
CCTV3,http://39.164.164.132:9901/tsfile/live/1002_1.m3u8?key=txiptv$LR•IPV4『线路50』
CCTV3,http://183.2.73.18:9901/tsfile/live/0003_1.m3u8?key=txiptv$LR•IPV4『线路51』
CCTV3,http://61.178.227.57:9901/tsfile/live/0003_1.m3u8?key=txiptv$LR•IPV4『线路52』
CCTV3,http://101.35.240.114:88/live.php?id=CCTV3$LR•IPV4『线路53』
CCTV3,http://112.27.235.94:8000/hls/3/index.m3u8$LR•IPV4『线路54』
CCTV3,http://123.129.70.178:9901/tsfile/live/0003_1.m3u8$LR•IPV4『线路55』
CCTV3,http://123.130.84.106:8154/tsfile/live/0003_1.m3u8$LR•IPV4『线路56』
CCTV3,http://61.136.172.236:9901/tsfile/live/0003_1.m3u8$LR•IPV4『线路57』
CCTV3,http://222.169.85.8:9901/tsfile/live/0003_1.m3u8$LR•IPV4『线路58』
CCTV3,http://101.6.130.52:1234/624878271$LR•IPV4『线路59』
CCTV3,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?msisdn=209f7c63313a3af546934efb1eed8f12&mdspid=&spid=699004&netType=0&sid=5500212864&pid=2028597139&timestamp=20260627052022&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=624878271&ParentNodeID=-99&assertID=5500212864&client_ip=39.98.78.225&SecurityKey=20260627052022&promotionId=&mvid=5100001683&mcid=500020&playurlVersion=WX-A1-9.6.1.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=f47eb66d888ba4ee6c996d694ac6429d&ddCalcu=df94v27a4ea6bac6a64d9868d86b9a94ce6e&sv=10004&ct=android$LR•IPV4『线路60』
CCTV3,http://111.231.6.102:1234/624878271$LR•IPV4『线路61』
CCTV3,http://182.61.15.47:80/624878271$LR•IPV4『线路62』
CCTV3,http://116.52.173.172:1234/624878271$LR•IPV4『线路63』
CCTV3,http://36.104.221.222:7788/624878271$LR•IPV4『线路64』
